costo,qos,instancia,metodo,interacion
0.35606532,33498.931541,AMPL2,CPLEX,0
0.38919012,33370.64345,AMPL2,CPLEX,0
0.40143512,33354.88671,AMPL2,CPLEX,0
0.40156512,33337.31589,AMPL2,CPLEX,0
0.40156512,33276.68513,AMPL2,CPLEX,0
0.40158012,33239.68079,AMPL2,CPLEX,0
0.40158012,33155.65449,AMPL2,CPLEX,0
0.40159512,33142.10969,AMPL2,CPLEX,0
0.40159512,33105.44549,AMPL2,CPLEX,0
0.40164512,33100.42617,AMPL2,CPLEX,0
0.40164512,33015.35797,AMPL2,CPLEX,0
0.40164512,33012.26627,AMPL2,CPLEX,0
0.40166012,32962.05727,AMPL2,CPLEX,0
0.40183012,32918.91752,AMPL2,CPLEX,0
0.40183012,32832.41881,AMPL2,CPLEX,0
0.40183012,32829.32711,AMPL2,CPLEX,0
0.40184512,32779.11811,AMPL2,CPLEX,0
0.40189512,32771.94717,AMPL2,CPLEX,0
0.40189512,32679.25277,AMPL2,CPLEX,0
0.40189512,32676.16107,AMPL2,CPLEX,0
0.40191012,32635.72989,AMPL2,CPLEX,0
0.40191012,32625.95207,AMPL2,CPLEX,0
0.40211512,32618.02262,AMPL2,CPLEX,0
0.40211512,32591.89497,AMPL2,CPLEX,0
0.40213012,32581.01828,AMPL2,CPLEX,0
0.40213012,32496.99198,AMPL2,CPLEX,0
0.40214512,32433.85999,AMPL2,CPLEX,0
0.40214512,32349.83369,AMPL2,CPLEX,0
0.40216012,32302.71639,AMPL2,CPLEX,0
0.40216012,32299.62469,AMPL2,CPLEX,0
0.40396532,32293.174721,AMPL2,CPLEX,0
0.40419032,32243.383991,AMPL2,CPLEX,0
0.40419032,32183.529391,AMPL2,CPLEX,0
0.40419032,32165.108591,AMPL2,CPLEX,0
0.40419032,32123.674791,AMPL2,CPLEX,0
0.40632512,32089.806091,AMPL2,CPLEX,0
0.40635012,32055.012791,AMPL2,CPLEX,0
0.41639532,32043.917611,AMPL2,CPLEX,0
0.41654532,32033.685931,AMPL2,CPLEX,0
0.41654532,32026.663931,AMPL2,CPLEX,0
0.41656032,31905.633291,AMPL2,CPLEX,0
0.41657532,31862.446291,AMPL2,CPLEX,0
0.41657532,31855.424291,AMPL2,CPLEX,0
0.41660532,31850.075451,AMPL2,CPLEX,0
0.41662032,31809.099411,AMPL2,CPLEX,0
0.41660532,31779.253811,AMPL2,CPLEX,0
0.41662032,31729.044811,AMPL2,CPLEX,0
0.41666532,31690.803671,AMPL2,CPLEX,0
0.41683032,31656.236531,AMPL2,CPLEX,0
0.41683032,31585.414891,AMPL2,CPLEX,0
0.41684532,31539.676191,AMPL2,CPLEX,0
0.41684532,31535.205891,AMPL2,CPLEX,0
0.41687532,31426.139871,AMPL2,CPLEX,0
0.41689032,31375.930871,AMPL2,CPLEX,0
0.41693532,31370.585271,AMPL2,CPLEX,0
0.41711532,31355.004751,AMPL2,CPLEX,0
0.41711532,31347.982751,AMPL2,CPLEX,0
0.41713032,31226.952111,AMPL2,CPLEX,0
0.41714532,31105.921471,AMPL2,CPLEX,0
0.41716032,31055.712471,AMPL2,CPLEX,0
0.42130032,31004.708132,AMPL2,CPLEX,0
0.42132532,30978.914602,AMPL2,CPLEX,0
0.42132532,30845.893872,AMPL2,CPLEX,0
0.42135032,30811.100572,AMPL2,CPLEX,0
0.45445012,30798.264371,AMPL2,CPLEX,0
0.45447512,30763.471071,AMPL2,CPLEX,0
0.46286512,30747.40918,AMPL2,CPLEX,0
0.46288012,30697.20018,AMPL2,CPLEX,0
0.46289512,30646.99118,AMPL2,CPLEX,0
0.46293012,30639.42015,AMPL2,CPLEX,0
0.46294512,30589.21115,AMPL2,CPLEX,0
0.46296012,30546.25873,AMPL2,CPLEX,0
0.46313512,30534.54141,AMPL2,CPLEX,0
0.46313512,30463.71977,AMPL2,CPLEX,0
0.46315012,30413.51077,AMPL2,CPLEX,0
0.46315012,30410.98953,AMPL2,CPLEX,0
0.46316512,30360.78053,AMPL2,CPLEX,0
0.46318012,30310.57153,AMPL2,CPLEX,0
0.46319512,30260.36253,AMPL2,CPLEX,0
0.46321012,30210.15353,AMPL2,CPLEX,0
0.46345012,30171.44949,AMPL2,CPLEX,0
0.46346512,30121.24049,AMPL2,CPLEX,0
0.46348012,30071.03149,AMPL2,CPLEX,0
0.46349512,30020.82249,AMPL2,CPLEX,0
0.46506032,29987.360311,AMPL2,CPLEX,0
0.46527032,29933.563381,AMPL2,CPLEX,0
0.46527032,29873.708781,AMPL2,CPLEX,0
0.46528532,29851.851481,AMPL2,CPLEX,0
0.46528532,29823.499781,AMPL2,CPLEX,0
0.46761512,29815.016892,AMPL2,CPLEX,0
0.46784512,29766.998462,AMPL2,CPLEX,0
0.46786012,29716.789462,AMPL2,CPLEX,0
0.46788512,29681.996162,AMPL2,CPLEX,0
0.46791012,29647.202862,AMPL2,CPLEX,0
0.46793512,29612.409562,AMPL2,CPLEX,0
0.46947532,29607.239582,AMPL2,CPLEX,0
0.46947532,29578.887882,AMPL2,CPLEX,0
0.47175512,29506.970863,AMPL2,CPLEX,0
0.47178012,29472.177563,AMPL2,CPLEX,0
0.47180512,29437.384263,AMPL2,CPLEX,0
0.47183012,29402.590963,AMPL2,CPLEX,0
0.47185512,29367.797663,AMPL2,CPLEX,0
0.47792532,29361.042931,AMPL2,CPLEX,0
0.47792532,29347.368251,AMPL2,CPLEX,0
0.47794032,29310.833931,AMPL2,CPLEX,0
0.47798532,29305.488331,AMPL2,CPLEX,0
0.47813532,29235.007851,AMPL2,CPLEX,0
0.47813532,29227.985851,AMPL2,CPLEX,0
0.47815032,29177.776851,AMPL2,CPLEX,0
0.47816532,29127.567851,AMPL2,CPLEX,0
0.47818032,29077.358851,AMPL2,CPLEX,0
0.47819532,29027.149851,AMPL2,CPLEX,0
0.47821032,28990.615531,AMPL2,CPLEX,0
0.47843532,28985.924571,AMPL2,CPLEX,0
0.47845032,28935.715571,AMPL2,CPLEX,0
0.47846532,28885.506571,AMPL2,CPLEX,0
0.47848032,28835.297571,AMPL2,CPLEX,0
0.47849532,28785.088571,AMPL2,CPLEX,0
0.48255032,28769.900213,AMPL2,CPLEX,0
0.48255032,28699.078573,AMPL2,CPLEX,0
0.48256532,28648.869573,AMPL2,CPLEX,0
0.48259032,28614.076273,AMPL2,CPLEX,0
0.48261532,28579.282973,AMPL2,CPLEX,0
0.48284532,28531.264543,AMPL2,CPLEX,0
0.48286032,28481.055543,AMPL2,CPLEX,0
0.48288532,28446.262243,AMPL2,CPLEX,0
0.48291032,28411.468943,AMPL2,CPLEX,0
0.48293532,28376.675643,AMPL2,CPLEX,0
0.48675532,28271.236944,AMPL2,CPLEX,0
0.48678032,28236.443644,AMPL2,CPLEX,0
0.48680532,28201.650344,AMPL2,CPLEX,0
0.48683032,28166.857044,AMPL2,CPLEX,0
0.48685532,28132.063744,AMPL2,CPLEX,0
0.52569032,28092.040311,AMPL2,CPLEX,0
0.52570532,28041.831311,AMPL2,CPLEX,0
0.52572032,27991.622311,AMPL2,CPLEX,0
0.52617032,27943.998711,AMPL2,CPLEX,0
0.526484685,27908.937309,AMPL2,CPLEX,0
0.526509685,27874.144009,AMPL2,CPLEX,0
0.526684685,27855.124439,AMPL2,CPLEX,0
0.526709685,27820.331139,AMPL2,CPLEX,0
0.52984032,27785.816713,AMPL2,CPLEX,0
0.53007032,27737.798283,AMPL2,CPLEX,0
0.53008532,27687.589283,AMPL2,CPLEX,0
0.53011032,27652.795983,AMPL2,CPLEX,0
0.53013532,27618.002683,AMPL2,CPLEX,0
0.53016032,27583.209383,AMPL2,CPLEX,0
0.53058532,27570.379083,AMPL2,CPLEX,0
0.53061032,27535.585783,AMPL2,CPLEX,0
0.53398032,27477.770684,AMPL2,CPLEX,0
0.53400532,27442.977384,AMPL2,CPLEX,0
0.53403032,27408.184084,AMPL2,CPLEX,0
0.53405532,27373.390784,AMPL2,CPLEX,0
0.53408032,27338.597484,AMPL2,CPLEX,0
0.53450532,27325.767184,AMPL2,CPLEX,0
0.53453032,27290.973884,AMPL2,CPLEX,0
0.53866032,27288.004691,AMPL2,CPLEX,0
0.54300032,27285.894903,AMPL2,CPLEX,0
0.54301532,27235.685903,AMPL2,CPLEX,0
0.54304032,27200.892603,AMPL2,CPLEX,0
0.54306532,27166.099303,AMPL2,CPLEX,0
0.54327032,27151.785693,AMPL2,CPLEX,0
0.54329532,27116.992393,AMPL2,CPLEX,0
0.54332032,27082.199093,AMPL2,CPLEX,0
0.54331032,27074.893873,AMPL2,CPLEX,0
0.54331032,27067.871873,AMPL2,CPLEX,0
0.54333532,27033.078573,AMPL2,CPLEX,0
0.54336032,26998.285273,AMPL2,CPLEX,0
0.54338532,26963.491973,AMPL2,CPLEX,0
0.54359032,26949.178363,AMPL2,CPLEX,0
0.54361532,26914.385063,AMPL2,CPLEX,0
0.54364032,26879.591763,AMPL2,CPLEX,0
0.54708532,26876.531596,AMPL2,CPLEX,0
0.54711032,26841.738296,AMPL2,CPLEX,0
0.54713532,26806.944996,AMPL2,CPLEX,0
0.54716032,26772.151696,AMPL2,CPLEX,0
0.54728032,26753.673374,AMPL2,CPLEX,0
0.54730532,26718.880074,AMPL2,CPLEX,0
0.54738032,26708.717566,AMPL2,CPLEX,0
0.54740532,26673.924266,AMPL2,CPLEX,0
0.54743032,26639.130966,AMPL2,CPLEX,0
0.54745532,26604.337666,AMPL2,CPLEX,0
0.54748032,26569.544366,AMPL2,CPLEX,0
0.55100532,26498.898967,AMPL2,CPLEX,0
0.55103032,26464.105667,AMPL2,CPLEX,0
0.55105532,26429.312367,AMPL2,CPLEX,0
0.55108032,26394.519067,AMPL2,CPLEX,0
0.55110532,26359.725767,AMPL2,CPLEX,0
0.55113032,26324.932467,AMPL2,CPLEX,0
0.573659685,26317.128369,AMPL2,CPLEX,0
0.573684685,26282.335069,AMPL2,CPLEX,0
0.573859685,26263.315499,AMPL2,CPLEX,0
0.573884685,26228.522199,AMPL2,CPLEX,0
0.574352955,26214.661758,AMPL2,CPLEX,0
0.574377955,26179.868458,AMPL2,CPLEX,0
0.574402955,26145.075158,AMPL2,CPLEX,0
0.574427955,26110.281858,AMPL2,CPLEX,0
0.574452955,26075.488558,AMPL2,CPLEX,0
0.574522955,26066.187878,AMPL2,CPLEX,0
0.574547955,26053.000198,AMPL2,CPLEX,0
0.574572955,26018.206898,AMPL2,CPLEX,0
0.574597955,25983.413598,AMPL2,CPLEX,0
0.574622955,25948.620298,AMPL2,CPLEX,0
0.574647955,25913.826998,AMPL2,CPLEX,0
0.574672955,25879.033698,AMPL2,CPLEX,0
0.574697955,25844.240398,AMPL2,CPLEX,0
0.574722955,25809.447098,AMPL2,CPLEX,0
0.574747955,25774.653798,AMPL2,CPLEX,0
0.574772955,25739.860498,AMPL2,CPLEX,0
0.57941495,25696.628331,AMPL2,CPLEX,0
0.57942995,25646.419331,AMPL2,CPLEX,0
0.57944495,25596.210331,AMPL2,CPLEX,0
0.57945995,25546.001331,AMPL2,CPLEX,0
