tipotiempo,tiempo,instancia,interacion
_total_solve_time,46812.378159,AMPL3,249
_ampl_elapsed_time,14315.498418,AMPL3,250
_ampl_system_time,283.082816,AMPL3,250
_ampl_user_time,12476.328498,AMPL3,250
_ampl_time,12759.411332,AMPL3,250
_solve_elapsed_time,31.081556,AMPL3,250
_solve_system_time,2.395224,AMPL3,250
_solve_user_time,42.126724,AMPL3,250
_solve_time,44.521948,AMPL3,250
_total_solve_elapsed_time,18663.777495,AMPL3,250
_total_solve_system_time,593.24402,AMPL3,250
_total_solve_user_time,46263.656087,AMPL3,250
_total_solve_time,46856.900107,AMPL3,250
_ampl_elapsed_time,14371.899292,AMPL3,251
_ampl_system_time,284.032767,AMPL3,251
_ampl_user_time,12525.932684,AMPL3,251
_ampl_time,12809.965468,AMPL3,251
_solve_elapsed_time,34.889604,AMPL3,251
_solve_system_time,2.382325,AMPL3,251
_solve_user_time,43.928227,AMPL3,251
_solve_time,46.310552,AMPL3,251
_total_solve_elapsed_time,18698.667099,AMPL3,251
_total_solve_system_time,595.626345,AMPL3,251
_total_solve_user_time,46307.584314,AMPL3,251
_total_solve_time,46903.210659,AMPL3,251
_ampl_elapsed_time,14427.648074,AMPL3,252
_ampl_system_time,285.204571,AMPL3,252
_ampl_user_time,12575.104811,AMPL3,252
_ampl_time,12860.309398,AMPL3,252
_solve_elapsed_time,34.763472,AMPL3,252
_solve_system_time,2.327943,AMPL3,252
_solve_user_time,44.972463,AMPL3,252
_solve_time,47.300406,AMPL3,252
_total_solve_elapsed_time,18733.430571,AMPL3,252
_total_solve_system_time,597.954288,AMPL3,252
_total_solve_user_time,46352.556777,AMPL3,252
_total_solve_time,46950.511065,AMPL3,252
_ampl_elapsed_time,14480.048511,AMPL3,253
_ampl_system_time,286.371335,AMPL3,253
_ampl_user_time,12625.265345,AMPL3,253
_ampl_time,12911.636718,AMPL3,253
_solve_elapsed_time,32.323744,AMPL3,253
_solve_system_time,2.329231,AMPL3,253
_solve_user_time,39.809801,AMPL3,253
_solve_time,42.139032,AMPL3,253
_total_solve_elapsed_time,18765.754315,AMPL3,253
_total_solve_system_time,600.283519,AMPL3,253
_total_solve_user_time,46392.366578,AMPL3,253
_total_solve_time,46992.650097,AMPL3,253
_ampl_elapsed_time,14536.694134,AMPL3,254
_ampl_system_time,287.285352,AMPL3,254
_ampl_user_time,12674.185721,AMPL3,254
_ampl_time,12961.471089,AMPL3,254
_solve_elapsed_time,33.680788,AMPL3,254
_solve_system_time,2.471331,AMPL3,254
_solve_user_time,38.65458,AMPL3,254
_solve_time,41.125911,AMPL3,254
_total_solve_elapsed_time,18799.435103,AMPL3,254
_total_solve_system_time,602.75485,AMPL3,254
_total_solve_user_time,46431.021158,AMPL3,254
_total_solve_time,47033.776008,AMPL3,254
_ampl_elapsed_time,14593.502554,AMPL3,255
_ampl_system_time,288.04351,AMPL3,255
_ampl_user_time,12722.483109,AMPL3,255
_ampl_time,13010.526628,AMPL3,255
_solve_elapsed_time,60.078374,AMPL3,255
_solve_system_time,2.852657,AMPL3,255
_solve_user_time,107.65902,AMPL3,255
_solve_time,110.511677,AMPL3,255
_total_solve_elapsed_time,18859.513477,AMPL3,255
_total_solve_system_time,605.607507,AMPL3,255
_total_solve_user_time,46538.680178,AMPL3,255
_total_solve_time,47144.287685,AMPL3,255
_ampl_elapsed_time,14651.116188,AMPL3,256
_ampl_system_time,288.970572,AMPL3,256
_ampl_user_time,12771.968483,AMPL3,256
_ampl_time,13060.939076,AMPL3,256
_solve_elapsed_time,59.598431,AMPL3,256
_solve_system_time,2.510357,AMPL3,256
_solve_user_time,119.044764,AMPL3,256
_solve_time,121.555121,AMPL3,256
_total_solve_elapsed_time,18919.111908,AMPL3,256
_total_solve_system_time,608.117864,AMPL3,256
_total_solve_user_time,46657.724942,AMPL3,256
_total_solve_time,47265.842806,AMPL3,256
_ampl_elapsed_time,14709.270928,AMPL3,257
_ampl_system_time,290.135363,AMPL3,257
_ampl_user_time,12822.692679,AMPL3,257
_ampl_time,13112.828069,AMPL3,257
_solve_elapsed_time,62.900315,AMPL3,257
_solve_system_time,2.428324,AMPL3,257
_solve_user_time,120.258896,AMPL3,257
_solve_time,122.68722,AMPL3,257
_total_solve_elapsed_time,18982.012223,AMPL3,257
_total_solve_system_time,610.546188,AMPL3,257
_total_solve_user_time,46777.983838,AMPL3,257
_total_solve_time,47388.530026,AMPL3,257
_ampl_elapsed_time,14767.003262,AMPL3,258
_ampl_system_time,291.325134,AMPL3,258
_ampl_user_time,12872.910967,AMPL3,258
_ampl_time,13164.236123,AMPL3,258
_solve_elapsed_time,66.884206,AMPL3,258
_solve_system_time,2.421958,AMPL3,258
_solve_user_time,129.833811,AMPL3,258
_solve_time,132.255769,AMPL3,258
_total_solve_elapsed_time,19048.896429,AMPL3,258
_total_solve_system_time,612.968146,AMPL3,258
_total_solve_user_time,46907.817649,AMPL3,258
_total_solve_time,47520.785795,AMPL3,258
_ampl_elapsed_time,14823.549478,AMPL3,259
_ampl_system_time,292.466945,AMPL3,259
_ampl_user_time,12922.860778,AMPL3,259
_ampl_time,13215.327741,AMPL3,259
_solve_elapsed_time,85.750453,AMPL3,259
_solve_system_time,2.408463,AMPL3,259
_solve_user_time,206.199582,AMPL3,259
_solve_time,208.608045,AMPL3,259
_total_solve_elapsed_time,19134.646882,AMPL3,259
_total_solve_system_time,615.376609,AMPL3,259
_total_solve_user_time,47114.017231,AMPL3,259
_total_solve_time,47729.39384,AMPL3,259
_ampl_elapsed_time,14879.178979,AMPL3,260
_ampl_system_time,293.549736,AMPL3,260
_ampl_user_time,12971.843526,AMPL3,260
_ampl_time,13265.393289,AMPL3,260
_solve_elapsed_time,66.977955,AMPL3,260
_solve_system_time,1.976038,AMPL3,260
_solve_user_time,139.913397,AMPL3,260
_solve_time,141.889435,AMPL3,260
_total_solve_elapsed_time,19201.624837,AMPL3,260
_total_solve_system_time,617.352647,AMPL3,260
_total_solve_user_time,47253.930628,AMPL3,260
_total_solve_time,47871.283275,AMPL3,260
_ampl_elapsed_time,14935.615065,AMPL3,261
_ampl_system_time,294.714537,AMPL3,261
_ampl_user_time,13021.80618,AMPL3,261
_ampl_time,13316.520734,AMPL3,261
_solve_elapsed_time,52.721997,AMPL3,261
_solve_system_time,2.196882,AMPL3,261
_solve_user_time,86.270483,AMPL3,261
_solve_time,88.467365,AMPL3,261
_total_solve_elapsed_time,19254.346834,AMPL3,261
_total_solve_system_time,619.549529,AMPL3,261
_total_solve_user_time,47340.201111,AMPL3,261
_total_solve_time,47959.75064,AMPL3,261
_ampl_elapsed_time,14993.319208,AMPL3,262
_ampl_system_time,295.853051,AMPL3,262
_ampl_user_time,13071.726725,AMPL3,262
_ampl_time,13367.579789,AMPL3,262
_solve_elapsed_time,64.562328,AMPL3,262
_solve_system_time,2.295975,AMPL3,262
_solve_user_time,110.87166,AMPL3,262
_solve_time,113.167635,AMPL3,262
_total_solve_elapsed_time,19318.909162,AMPL3,262
_total_solve_system_time,621.845504,AMPL3,262
_total_solve_user_time,47451.072771,AMPL3,262
_total_solve_time,48072.918275,AMPL3,262
_ampl_elapsed_time,15049.051694,AMPL3,263
_ampl_system_time,296.755997,AMPL3,263
_ampl_user_time,13121.055381,AMPL3,263
_ampl_time,13417.811393,AMPL3,263
_solve_elapsed_time,57.588443,AMPL3,263
_solve_system_time,2.471835,AMPL3,263
_solve_user_time,96.079631,AMPL3,263
_solve_time,98.551466,AMPL3,263
_total_solve_elapsed_time,19376.497605,AMPL3,263
_total_solve_system_time,624.317339,AMPL3,263
_total_solve_user_time,47547.152402,AMPL3,263
_total_solve_time,48171.469741,AMPL3,263
_ampl_elapsed_time,15107.225908,AMPL3,264
_ampl_system_time,297.897698,AMPL3,264
_ampl_user_time,13171.296261,AMPL3,264
_ampl_time,13469.193974,AMPL3,264
_solve_elapsed_time,65.055506,AMPL3,264
_solve_system_time,2.398187,AMPL3,264
_solve_user_time,129.223333,AMPL3,264
_solve_time,131.62152,AMPL3,264
_total_solve_elapsed_time,19441.553111,AMPL3,264
_total_solve_system_time,626.715526,AMPL3,264
_total_solve_user_time,47676.375735,AMPL3,264
_total_solve_time,48303.091261,AMPL3,264
_ampl_elapsed_time,15167.703878,AMPL3,265
_ampl_system_time,299.271137,AMPL3,265
_ampl_user_time,13221.122472,AMPL3,265
_ampl_time,13520.393627,AMPL3,265
_solve_elapsed_time,54.920599,AMPL3,265
_solve_system_time,2.426972,AMPL3,265
_solve_user_time,108.890651,AMPL3,265
_solve_time,111.317623,AMPL3,265
_total_solve_elapsed_time,19496.47371,AMPL3,265
_total_solve_system_time,629.142498,AMPL3,265
_total_solve_user_time,47785.266386,AMPL3,265
_total_solve_time,48414.408884,AMPL3,265
_ampl_elapsed_time,15224.017672,AMPL3,266
_ampl_system_time,300.161007,AMPL3,266
_ampl_user_time,13270.096587,AMPL3,266
_ampl_time,13570.257604,AMPL3,266
_solve_elapsed_time,46.048419,AMPL3,266
_solve_system_time,2.758836,AMPL3,266
_solve_user_time,83.048975,AMPL3,266
_solve_time,85.807811,AMPL3,266
_total_solve_elapsed_time,19542.522129,AMPL3,266
_total_solve_system_time,631.901334,AMPL3,266
_total_solve_user_time,47868.315361,AMPL3,266
_total_solve_time,48500.216695,AMPL3,266
_ampl_elapsed_time,15278.432028,AMPL3,267
_ampl_system_time,301.389611,AMPL3,267
_ampl_user_time,13320.510364,AMPL3,267
_ampl_time,13621.900007,AMPL3,267
_solve_elapsed_time,37.619943,AMPL3,267
_solve_system_time,2.364221,AMPL3,267
_solve_user_time,61.073222,AMPL3,267
_solve_time,63.437443,AMPL3,267
_total_solve_elapsed_time,19580.142072,AMPL3,267
_total_solve_system_time,634.265555,AMPL3,267
_total_solve_user_time,47929.388583,AMPL3,267
_total_solve_time,48563.654138,AMPL3,267
_ampl_elapsed_time,15336.236418,AMPL3,268
_ampl_system_time,302.511306,AMPL3,268
_ampl_user_time,13370.36928,AMPL3,268
_ampl_time,13672.880602,AMPL3,268
_solve_elapsed_time,36.205188,AMPL3,268
_solve_system_time,2.311056,AMPL3,268
_solve_user_time,54.859359,AMPL3,268
_solve_time,57.170415,AMPL3,268
_total_solve_elapsed_time,19616.34726,AMPL3,268
_total_solve_system_time,636.576611,AMPL3,268
_total_solve_user_time,47984.247942,AMPL3,268
_total_solve_time,48620.824553,AMPL3,268
_ampl_elapsed_time,15394.926691,AMPL3,269
_ampl_system_time,303.648077,AMPL3,269
_ampl_user_time,13420.160821,AMPL3,269
_ampl_time,13723.808915,AMPL3,269
_solve_elapsed_time,37.029715,AMPL3,269
_solve_system_time,2.425969,AMPL3,269
_solve_user_time,61.923729,AMPL3,269
_solve_time,64.349698,AMPL3,269
_total_solve_elapsed_time,19653.376975,AMPL3,269
_total_solve_system_time,639.00258,AMPL3,269
_total_solve_user_time,48046.171671,AMPL3,269
_total_solve_time,48685.174251,AMPL3,269
_ampl_elapsed_time,15453.194297,AMPL3,270
_ampl_system_time,304.791924,AMPL3,270
_ampl_user_time,13471.184989,AMPL3,270
_ampl_time,13775.976928,AMPL3,270
_solve_elapsed_time,36.649419,AMPL3,270
_solve_system_time,2.432955,AMPL3,270
_solve_user_time,51.508183,AMPL3,270
_solve_time,53.941138,AMPL3,270
_total_solve_elapsed_time,19690.026394,AMPL3,270
_total_solve_system_time,641.435535,AMPL3,270
_total_solve_user_time,48097.679854,AMPL3,270
_total_solve_time,48739.115389,AMPL3,270
_ampl_elapsed_time,15513.526536,AMPL3,271
_ampl_system_time,305.967659,AMPL3,271
_ampl_user_time,13523.012289,AMPL3,271
_ampl_time,13828.979965,AMPL3,271
_solve_elapsed_time,42.819329,AMPL3,271
_solve_system_time,2.307667,AMPL3,271
_solve_user_time,73.427421,AMPL3,271
_solve_time,75.735088,AMPL3,271
_total_solve_elapsed_time,19732.845723,AMPL3,271
_total_solve_system_time,643.743202,AMPL3,271
_total_solve_user_time,48171.107275,AMPL3,271
_total_solve_time,48814.850477,AMPL3,271
_ampl_elapsed_time,15567.546383,AMPL3,272
_ampl_system_time,307.097417,AMPL3,272
_ampl_user_time,13572.238523,AMPL3,272
_ampl_time,13879.335958,AMPL3,272
_solve_elapsed_time,59.998967,AMPL3,272
_solve_system_time,2.364872,AMPL3,272
_solve_user_time,111.376474,AMPL3,272
_solve_time,113.741346,AMPL3,272
_total_solve_elapsed_time,19792.84469,AMPL3,272
_total_solve_system_time,646.108074,AMPL3,272
_total_solve_user_time,48282.483749,AMPL3,272
_total_solve_time,48928.591823,AMPL3,272
_ampl_elapsed_time,15624.557794,AMPL3,273
_ampl_system_time,308.23416,AMPL3,273
_ampl_user_time,13621.532857,AMPL3,273
_ampl_time,13929.767034,AMPL3,273
_solve_elapsed_time,57.343681,AMPL3,273
_solve_system_time,2.179704,AMPL3,273
_solve_user_time,103.04873,AMPL3,273
_solve_time,105.228434,AMPL3,273
_total_solve_elapsed_time,19850.188371,AMPL3,273
_total_solve_system_time,648.287778,AMPL3,273
_total_solve_user_time,48385.532479,AMPL3,273
_total_solve_time,49033.820257,AMPL3,273
_ampl_elapsed_time,15679.347174,AMPL3,274
_ampl_system_time,309.285054,AMPL3,274
_ampl_user_time,13667.948454,AMPL3,274
_ampl_time,13977.233508,AMPL3,274
_solve_elapsed_time,27.434905,AMPL3,274
_solve_system_time,2.00828,AMPL3,274
_solve_user_time,35.602758,AMPL3,274
_solve_time,37.611038,AMPL3,274
_total_solve_elapsed_time,19877.623276,AMPL3,274
_total_solve_system_time,650.296058,AMPL3,274
_total_solve_user_time,48421.135237,AMPL3,274
_total_solve_time,49071.431295,AMPL3,274
_ampl_elapsed_time,15733.813601,AMPL3,275
_ampl_system_time,310.421895,AMPL3,275
_ampl_user_time,13716.35267,AMPL3,275
_ampl_time,14026.774565,AMPL3,275
_solve_elapsed_time,29.017628,AMPL3,275
_solve_system_time,2.276692,AMPL3,275
_solve_user_time,31.760879,AMPL3,275
_solve_time,34.037571,AMPL3,275
_total_solve_elapsed_time,19906.640904,AMPL3,275
_total_solve_system_time,652.57275,AMPL3,275
_total_solve_user_time,48452.896116,AMPL3,275
_total_solve_time,49105.468866,AMPL3,275
_ampl_elapsed_time,15788.49592,AMPL3,276
_ampl_system_time,311.549681,AMPL3,276
_ampl_user_time,13765.062274,AMPL3,276
_ampl_time,14076.611971,AMPL3,276
_solve_elapsed_time,64.267851,AMPL3,276
_solve_system_time,2.366247,AMPL3,276
_solve_user_time,109.28459,AMPL3,276
_solve_time,111.650837,AMPL3,276
_total_solve_elapsed_time,19970.908755,AMPL3,276
_total_solve_system_time,654.938997,AMPL3,276
_total_solve_user_time,48562.180706,AMPL3,276
_total_solve_time,49217.119703,AMPL3,276
_ampl_elapsed_time,15844.161605,AMPL3,277
_ampl_system_time,312.494452,AMPL3,277
_ampl_user_time,13814.109678,AMPL3,277
_ampl_time,14126.604146,AMPL3,277
_solve_elapsed_time,58.129264,AMPL3,277
_solve_system_time,2.503652,AMPL3,277
_solve_user_time,105.455961,AMPL3,277
_solve_time,107.959613,AMPL3,277
_total_solve_elapsed_time,20029.038019,AMPL3,277
_total_solve_system_time,657.442649,AMPL3,277
_total_solve_user_time,48667.636667,AMPL3,277
_total_solve_time,49325.079316,AMPL3,277
_ampl_elapsed_time,15898.660844,AMPL3,278
_ampl_system_time,313.600257,AMPL3,278
_ampl_user_time,13863.108543,AMPL3,278
_ampl_time,14176.7088,AMPL3,278
_solve_elapsed_time,60.858641,AMPL3,278
_solve_system_time,2.335938,AMPL3,278
_solve_user_time,123.749177,AMPL3,278
_solve_time,126.085115,AMPL3,278
_total_solve_elapsed_time,20089.89666,AMPL3,278
_total_solve_system_time,659.778587,AMPL3,278
_total_solve_user_time,48791.385844,AMPL3,278
_total_solve_time,49451.164431,AMPL3,278
_ampl_elapsed_time,15956.691332,AMPL3,279
_ampl_system_time,314.631122,AMPL3,279
_ampl_user_time,13912.513762,AMPL3,279
_ampl_time,14227.144901,AMPL3,279
_solve_elapsed_time,40.360536,AMPL3,279
_solve_system_time,2.336821,AMPL3,279
_solve_user_time,74.533232,AMPL3,279
_solve_time,76.870053,AMPL3,279
_total_solve_elapsed_time,20130.257196,AMPL3,279
_total_solve_system_time,662.115408,AMPL3,279
_total_solve_user_time,48865.919076,AMPL3,279
_total_solve_time,49528.034484,AMPL3,279
_ampl_elapsed_time,16013.376573,AMPL3,280
_ampl_system_time,315.588068,AMPL3,280
_ampl_user_time,13962.022812,AMPL3,280
_ampl_time,14277.610896,AMPL3,280
_solve_elapsed_time,35.057836,AMPL3,280
_solve_system_time,2.353379,AMPL3,280
_solve_user_time,45.676835,AMPL3,280
_solve_time,48.030214,AMPL3,280
_total_solve_elapsed_time,20165.315032,AMPL3,280
_total_solve_system_time,664.468787,AMPL3,280
_total_solve_user_time,48911.595911,AMPL3,280
_total_solve_time,49576.064698,AMPL3,280
_ampl_elapsed_time,16068.264258,AMPL3,281
_ampl_system_time,316.690807,AMPL3,281
_ampl_user_time,14010.689368,AMPL3,281
_ampl_time,14327.380191,AMPL3,281
_solve_elapsed_time,40.740366,AMPL3,281
_solve_system_time,2.297775,AMPL3,281
_solve_user_time,65.545176,AMPL3,281
_solve_time,67.842951,AMPL3,281
_total_solve_elapsed_time,20206.055398,AMPL3,281
_total_solve_system_time,666.766562,AMPL3,281
_total_solve_user_time,48977.141087,AMPL3,281
_total_solve_time,49643.907649,AMPL3,281
_ampl_elapsed_time,16126.62343,AMPL3,282
_ampl_system_time,317.785631,AMPL3,282
_ampl_user_time,14060.767203,AMPL3,282
_ampl_time,14378.55285,AMPL3,282
_solve_elapsed_time,31.613411,AMPL3,282
_solve_system_time,2.315491,AMPL3,282
_solve_user_time,37.329283,AMPL3,282
_solve_time,39.644774,AMPL3,282
_total_solve_elapsed_time,20237.668809,AMPL3,282
_total_solve_system_time,669.082053,AMPL3,282
_total_solve_user_time,49014.47037,AMPL3,282
_total_solve_time,49683.552423,AMPL3,282
_ampl_elapsed_time,16183.102009,AMPL3,283
_ampl_system_time,318.923278,AMPL3,283
_ampl_user_time,14109.235668,AMPL3,283
_ampl_time,14428.158965,AMPL3,283
_solve_elapsed_time,31.792786,AMPL3,283
_solve_system_time,2.224403,AMPL3,283
_solve_user_time,34.238387,AMPL3,283
_solve_time,36.46279,AMPL3,283
_total_solve_elapsed_time,20269.461595,AMPL3,283
_total_solve_system_time,671.306456,AMPL3,283
_total_solve_user_time,49048.708757,AMPL3,283
_total_solve_time,49720.015213,AMPL3,283
_ampl_elapsed_time,16239.109896,AMPL3,284
_ampl_system_time,319.902365,AMPL3,284
_ampl_user_time,14158.616228,AMPL3,284
_ampl_time,14478.518613,AMPL3,284
_solve_elapsed_time,38.03686,AMPL3,284
_solve_system_time,2.293621,AMPL3,284
_solve_user_time,55.349639,AMPL3,284
_solve_time,57.64326,AMPL3,284
_total_solve_elapsed_time,20307.498455,AMPL3,284
_total_solve_system_time,673.600077,AMPL3,284
_total_solve_user_time,49104.058396,AMPL3,284
_total_solve_time,49777.658473,AMPL3,284
_ampl_elapsed_time,16295.238867,AMPL3,285
_ampl_system_time,321.038088,AMPL3,285
_ampl_user_time,14208.11488,AMPL3,285
_ampl_time,14529.152987,AMPL3,285
_solve_elapsed_time,34.231402,AMPL3,285
_solve_system_time,2.148129,AMPL3,285
_solve_user_time,53.801237,AMPL3,285
_solve_time,55.949366,AMPL3,285
_total_solve_elapsed_time,20341.729857,AMPL3,285
_total_solve_system_time,675.748206,AMPL3,285
_total_solve_user_time,49157.859633,AMPL3,285
_total_solve_time,49833.607839,AMPL3,285
_ampl_elapsed_time,16349.49872,AMPL3,286
_ampl_system_time,322.109891,AMPL3,286
_ampl_user_time,14257.997267,AMPL3,286
_ampl_time,14580.107173,AMPL3,286
_solve_elapsed_time,32.801033,AMPL3,286
_solve_system_time,2.324265,AMPL3,286
_solve_user_time,47.449182,AMPL3,286
_solve_time,49.773447,AMPL3,286
_total_solve_elapsed_time,20374.53089,AMPL3,286
_total_solve_system_time,678.072471,AMPL3,286
_total_solve_user_time,49205.308815,AMPL3,286
_total_solve_time,49883.381286,AMPL3,286
_ampl_elapsed_time,16404.348472,AMPL3,287
_ampl_system_time,323.130856,AMPL3,287
_ampl_user_time,14307.300224,AMPL3,287
_ampl_time,14630.43108,AMPL3,287
_solve_elapsed_time,39.375108,AMPL3,287
_solve_system_time,2.231722,AMPL3,287
_solve_user_time,65.135265,AMPL3,287
_solve_time,67.366987,AMPL3,287
_total_solve_elapsed_time,20413.905998,AMPL3,287
_total_solve_system_time,680.304193,AMPL3,287
_total_solve_user_time,49270.44408,AMPL3,287
_total_solve_time,49950.748273,AMPL3,287
_ampl_elapsed_time,16461.599102,AMPL3,288
_ampl_system_time,324.235731,AMPL3,288
_ampl_user_time,14356.513275,AMPL3,288
_ampl_time,14680.749022,AMPL3,288
_solve_elapsed_time,31.972732,AMPL3,288
_solve_system_time,2.147522,AMPL3,288
_solve_user_time,38.8065,AMPL3,288
_solve_time,40.954022,AMPL3,288
_total_solve_elapsed_time,20445.87873,AMPL3,288
_total_solve_system_time,682.451715,AMPL3,288
_total_solve_user_time,49309.25058,AMPL3,288
_total_solve_time,49991.702295,AMPL3,288
_ampl_elapsed_time,16518.202792,AMPL3,289
_ampl_system_time,325.336494,AMPL3,289
_ampl_user_time,14405.834318,AMPL3,289
_ampl_time,14731.170832,AMPL3,289
_solve_elapsed_time,28.958647,AMPL3,289
_solve_system_time,2.133069,AMPL3,289
_solve_user_time,39.91715,AMPL3,289
_solve_time,42.050219,AMPL3,289
_total_solve_elapsed_time,20474.837377,AMPL3,289
_total_solve_system_time,684.584784,AMPL3,289
_total_solve_user_time,49349.16773,AMPL3,289
_total_solve_time,50033.752514,AMPL3,289
_ampl_elapsed_time,16574.933464,AMPL3,290
_ampl_system_time,326.383349,AMPL3,290
_ampl_user_time,14454.499042,AMPL3,290
_ampl_time,14780.88244,AMPL3,290
_solve_elapsed_time,32.735806,AMPL3,290
_solve_system_time,2.418349,AMPL3,290
_solve_user_time,39.573271,AMPL3,290
_solve_time,41.99162,AMPL3,290
_total_solve_elapsed_time,20507.573183,AMPL3,290
_total_solve_system_time,687.003133,AMPL3,290
_total_solve_user_time,49388.741001,AMPL3,290
_total_solve_time,50075.744134,AMPL3,290
_ampl_elapsed_time,16630.689428,AMPL3,291
_ampl_system_time,327.483156,AMPL3,291
_ampl_user_time,14502.804313,AMPL3,291
_ampl_time,14830.287487,AMPL3,291
_solve_elapsed_time,28.00943,AMPL3,291
_solve_system_time,2.238336,AMPL3,291
_solve_user_time,31.503576,AMPL3,291
_solve_time,33.741912,AMPL3,291
_total_solve_elapsed_time,20535.582613,AMPL3,291
_total_solve_system_time,689.241469,AMPL3,291
_total_solve_user_time,49420.244577,AMPL3,291
_total_solve_time,50109.486046,AMPL3,291
_ampl_elapsed_time,16684.229634,AMPL3,292
_ampl_system_time,328.729794,AMPL3,292
_ampl_user_time,14551.476296,AMPL3,292
_ampl_time,14880.206106,AMPL3,292
_solve_elapsed_time,32.872397,AMPL3,292
_solve_system_time,2.446039,AMPL3,292
_solve_user_time,33.539916,AMPL3,292
_solve_time,35.985955,AMPL3,292
_total_solve_elapsed_time,20568.45501,AMPL3,292
_total_solve_system_time,691.687508,AMPL3,292
_total_solve_user_time,49453.784493,AMPL3,292
_total_solve_time,50145.472001,AMPL3,292
_ampl_elapsed_time,16739.320543,AMPL3,293
_ampl_system_time,329.825579,AMPL3,293
_ampl_user_time,14599.315233,AMPL3,293
_ampl_time,14929.140831,AMPL3,293
_solve_elapsed_time,34.023456,AMPL3,293
_solve_system_time,2.022527,AMPL3,293
_solve_user_time,44.669218,AMPL3,293
_solve_time,46.691745,AMPL3,293
_total_solve_elapsed_time,20602.478466,AMPL3,293
_total_solve_system_time,693.710035,AMPL3,293
_total_solve_user_time,49498.453711,AMPL3,293
_total_solve_time,50192.163746,AMPL3,293
_ampl_elapsed_time,16795.524817,AMPL3,294
_ampl_system_time,331.061283,AMPL3,294
_ampl_user_time,14648.752601,AMPL3,294
_ampl_time,14979.813899,AMPL3,294
_solve_elapsed_time,56.605555,AMPL3,294
_solve_system_time,2.273557,AMPL3,294
_solve_user_time,92.844393,AMPL3,294
_solve_time,95.11795,AMPL3,294
_total_solve_elapsed_time,20659.084021,AMPL3,294
_total_solve_system_time,695.983592,AMPL3,294
_total_solve_user_time,49591.298104,AMPL3,294
_total_solve_time,50287.281696,AMPL3,294
_ampl_elapsed_time,16853.282355,AMPL3,295
_ampl_system_time,332.183986,AMPL3,295
_ampl_user_time,14698.282644,AMPL3,295
_ampl_time,15030.466649,AMPL3,295
_solve_elapsed_time,69.131782,AMPL3,295
_solve_system_time,2.398336,AMPL3,295
_solve_user_time,135.13075,AMPL3,295
_solve_time,137.529086,AMPL3,295
_total_solve_elapsed_time,20728.215803,AMPL3,295
_total_solve_system_time,698.381928,AMPL3,295
_total_solve_user_time,49726.428854,AMPL3,295
_total_solve_time,50424.810782,AMPL3,295
_ampl_elapsed_time,16911.131407,AMPL3,296
_ampl_system_time,333.352745,AMPL3,296
_ampl_user_time,14748.268428,AMPL3,296
_ampl_time,15081.621192,AMPL3,296
_solve_elapsed_time,55.136546,AMPL3,296
_solve_system_time,2.677967,AMPL3,296
_solve_user_time,90.951227,AMPL3,296
_solve_time,93.629194,AMPL3,296
_total_solve_elapsed_time,20783.352349,AMPL3,296
_total_solve_system_time,701.059895,AMPL3,296
_total_solve_user_time,49817.380081,AMPL3,296
_total_solve_time,50518.439976,AMPL3,296
_ampl_elapsed_time,16970.273172,AMPL3,297
_ampl_system_time,334.541393,AMPL3,297
_ampl_user_time,14799.557356,AMPL3,297
_ampl_time,15134.098762,AMPL3,297
_solve_elapsed_time,44.014414,AMPL3,297
_solve_system_time,2.254132,AMPL3,297
_solve_user_time,87.467654,AMPL3,297
_solve_time,89.721786,AMPL3,297
_total_solve_elapsed_time,20827.366763,AMPL3,297
_total_solve_system_time,703.314027,AMPL3,297
_total_solve_user_time,49904.847735,AMPL3,297
_total_solve_time,50608.161762,AMPL3,297
_ampl_elapsed_time,17024.766139,AMPL3,298
_ampl_system_time,335.629097,AMPL3,298
_ampl_user_time,14847.747018,AMPL3,298
_ampl_time,15183.376134,AMPL3,298
_solve_elapsed_time,31.812943,AMPL3,298
_solve_system_time,2.230251,AMPL3,298
_solve_user_time,39.702281,AMPL3,298
_solve_time,41.932532,AMPL3,298
_total_solve_elapsed_time,20859.179706,AMPL3,298
_total_solve_system_time,705.544278,AMPL3,298
_total_solve_user_time,49944.550016,AMPL3,298
_total_solve_time,50650.094294,AMPL3,298
_ampl_elapsed_time,17076.782718,AMPL3,299
_ampl_system_time,336.706055,AMPL3,299
_ampl_user_time,14893.527794,AMPL3,299
_ampl_time,15230.233868,AMPL3,299
_solve_elapsed_time,31.804818,AMPL3,299
_solve_system_time,2.346651,AMPL3,299
_solve_user_time,33.157688,AMPL3,299
_solve_time,35.504339,AMPL3,299
_total_solve_elapsed_time,20890.984524,AMPL3,299
_total_solve_system_time,707.890929,AMPL3,299
_total_solve_user_time,49977.707704,AMPL3,299
_total_solve_time,50685.598633,AMPL3,299
_ampl_elapsed_time,17132.565131,AMPL3,300
_ampl_system_time,337.820805,AMPL3,300
_ampl_user_time,14943.461854,AMPL3,300
_ampl_time,15281.282683,AMPL3,300
_solve_elapsed_time,49.914045,AMPL3,300
_solve_system_time,2.201543,AMPL3,300
_solve_user_time,79.033093,AMPL3,300
_solve_time,81.234636,AMPL3,300
_total_solve_elapsed_time,20940.898569,AMPL3,300
_total_solve_system_time,710.092472,AMPL3,300
_total_solve_user_time,50056.740797,AMPL3,300
_total_solve_time,50766.833269,AMPL3,300
_ampl_elapsed_time,17189.43524,AMPL3,301
